 3.00  6100.  0.0  2.0  -0.0415    0.8715   -0.7370    2.0792    0.0615  q PC
 3.50  6100.  0.0  2.0   0.0332    0.7292   -0.5749    1.7727    0.0499  q PC
 4.00  6100.  0.0  2.0   0.0880    0.6256   -0.4008    1.4563    0.0368  q PC
 4.50  6100.  0.0  2.0   0.0736    0.6244   -0.3154    1.2803    0.0286  q PC
 5.00  6100.  0.0  2.0   0.0910    0.5914   -0.2109    1.0963    0.0232  q PC
 5.50  6100.  0.0  2.0   0.0935    0.5794   -0.1528    0.9882    0.0232  q PC
 6.00  6100.  0.0  2.0   0.0719    0.6053   -0.1193    0.9190    0.0258  q PC
 2.50  6200.  0.0  2.0  -0.2050    1.1746   -0.9357    2.4777    0.0787  q PC
 3.00  6200.  0.0  2.0  -0.0535    0.8822   -0.7573    2.1044    0.0612  q PC
 3.50  6200.  0.0  2.0   0.0247    0.7324   -0.5970    1.7994    0.0499  q PC
 4.00  6200.  0.0  2.0   0.0817    0.6269   -0.4139    1.4693    0.0368  q PC
 4.50  6200.  0.0  2.0   0.0671    0.6259   -0.3283    1.2923    0.0284  q PC
 5.00  6200.  0.0  2.0   0.0826    0.5945   -0.2276    1.1134    0.0233  q PC
 5.50  6200.  0.0  2.0   0.0600    0.6148   -0.1887    1.0273    0.0231  q PC
 6.00  6200.  0.0  2.0   0.0514    0.6197   -0.1440    0.9408    0.0253  q PC
 2.50  6300.  0.0  2.0  -0.2378    1.2171   -0.9869    2.5574    0.0775  q PC
 3.00  6300.  0.0  2.0  -0.0652    0.8926   -0.7784    2.1312    0.0603  q PC
 3.50  6300.  0.0  2.0   0.0172    0.7371   -0.6246    1.8392    0.0484  q PC
 4.00  6300.  0.0  2.0   0.0738    0.6290   -0.4297    1.4848    0.0369  q PC
 4.50  6300.  0.0  2.0   0.0623    0.6272   -0.3392    1.3039    0.0282  q PC
 5.00  6300.  0.0  2.0   0.0756    0.5930   -0.2491    1.1362    0.0233  q PC
 5.50  6300.  0.0  2.0   0.0429    0.6268   -0.2086    1.0443    0.0223  q PC
 6.00  6300.  0.0  2.0   0.0382    0.6279   -0.1623    0.9573    0.0254  q PC
 2.50  6400.  0.0  2.0  -0.2349    1.2047   -0.9901    2.5531    0.0771  q PC
 3.00  6400.  0.0  2.0  -0.0783    0.9049   -0.8041    2.1660    0.0598  q PC
 3.50  6400.  0.0  2.0   0.0086    0.7417   -0.6446    1.8635    0.0481  q PC
 4.00  6400.  0.0  2.0   0.0677    0.6310   -0.4421    1.4976    0.0368  q PC
 4.50  6400.  0.0  2.0   0.0566    0.6261   -0.3558    1.3214    0.0281  q PC
 5.00  6400.  0.0  2.0   0.0681    0.5967   -0.2647    1.1536    0.0240  q PC
 5.50  6400.  0.0  2.0   0.0313    0.6320   -0.2246    1.0568    0.0223  q PC
 6.00  6400.  0.0  2.0   0.0265    0.6343   -0.1788    0.9718    0.0254  q PC
 2.50  6500.  0.0  2.0  -0.2500    1.2196   -1.0163    2.5886    0.0764  q PC
 3.00  6500.  0.0  2.0  -0.0920    0.9182   -0.8325    2.2057    0.0596  q PC
 3.50  6500.  0.0  2.0  -0.0044    0.7539   -0.6695    1.8964    0.0480  q PC
 4.00  6500.  0.0  2.0   0.0594    0.6364   -0.4563    1.5132    0.0369  q PC
 4.50  6500.  0.0  2.0   0.0525    0.6267   -0.3728    1.3440    0.0278  q PC
 5.00  6500.  0.0  2.0   0.0631    0.5967   -0.2801    1.1713    0.0241  q PC
 5.50  6500.  0.0  2.0   0.0253    0.6338   -0.2334    1.0633    0.0224  q PC
 6.00  6500.  0.0  2.0   0.0204    0.6325   -0.1903    0.9791    0.0258  q PC
 2.50  6600.  0.0  2.0  -0.2585    1.2216   -1.0403    2.6173    0.0753  q PC
 3.00  6600.  0.0  2.0  -0.1050    0.9301   -0.8608    2.2450    0.0593  q PC
 3.50  6600.  0.0  2.0  -0.0133    0.7602   -0.6851    1.9142    0.0478  q PC
 4.00  6600.  0.0  2.0   0.0513    0.6411   -0.4781    1.5411    0.0365  q PC
 4.50  6600.  0.0  2.0   0.0439    0.6315   -0.3985    1.3779    0.0281  q PC
 5.00  6600.  0.0  2.0   0.0587    0.5963   -0.2943    1.1876    0.0241  q PC
 5.50  6600.  0.0  2.0   0.0172    0.6360   -0.2454    1.0720    0.0225  q PC
 6.00  6600.  0.0  2.0   0.0116    0.6359   -0.2039    0.9907    0.0258  q PC
 2.50  6700.  0.0  2.0  -0.2925    1.2675   -1.0598    2.6387    0.0942  q PC
 3.00  6700.  0.0  2.0  -0.1166    0.9398   -0.8852    2.2773    0.0587  q PC
 3.50  6700.  0.0  2.0  -0.0293    0.7757   -0.7099    1.9450    0.0476  q PC
 4.00  6700.  0.0  2.0   0.0427    0.6470   -0.5060    1.5806    0.0364  q PC
 4.50  6700.  0.0  2.0   0.0384    0.6334   -0.4217    1.4099    0.0281  q PC
 5.00  6700.  0.0  2.0   0.0540    0.5967   -0.3081    1.2032    0.0243  q PC
 5.50  6700.  0.0  2.0   0.0116    0.6368   -0.2539    1.0778    0.0225  q PC
 6.00  6700.  0.0  2.0   0.0039    0.6385   -0.2158    1.0003    0.0258  q PC
 2.50  6800.  0.0  2.0  -0.3133    1.2871   -1.1020    2.6978    0.0926  q PC
 3.00  6800.  0.0  2.0  -0.1258    0.9444   -0.9066    2.3030    0.0573  q PC
 3.50  6800.  0.0  2.0  -0.0423    0.7870   -0.7299    1.9685    0.0476  q PC
 4.00  6800.  0.0  2.0   0.0333    0.6540   -0.5355    1.6223    0.0363  q PC
 4.50  6800.  0.0  2.0   0.0340    0.6340   -0.4397    1.4336    0.0282  q PC
 5.00  6800.  0.0  2.0   0.0497    0.5972   -0.3201    1.2167    0.0242  q PC
 5.50  6800.  0.0  2.0   0.0064    0.6376   -0.2620    1.0833    0.0226  q PC
 6.00  6800.  0.0  2.0  -0.0027    0.6400   -0.2259    1.0077    0.0258  q PC
 2.50  6900.  0.0  2.0  -0.3220    1.2911   -1.1182    2.7144    0.0952  q PC
 3.00  6900.  0.0  2.0  -0.1360    0.9508   -0.9290    2.3307    0.0565  q PC
 3.50  6900.  0.0  2.0  -0.0478    0.7894   -0.7399    1.9786    0.0473  q PC
 4.00  6900.  0.0  2.0   0.0221    0.6636   -0.5605    1.6557    0.0372  q PC
 4.50  6900.  0.0  2.0   0.0289    0.6357   -0.4553    1.4533    0.0281  q PC
 5.00  6900.  0.0  2.0   0.0448    0.5986   -0.3306    1.2274    0.0245  q PC
 5.50  6900.  0.0  2.0   0.0023    0.6377   -0.2690    1.0882    0.0227  q PC
 6.00  6900.  0.0  2.0  -0.0082    0.6406   -0.2347    1.0137    0.0259  q PC
 2.50  7000.  0.0  2.0  -0.3288    1.2940   -1.1258    2.7172    0.0974  q PC
 3.00  7000.  0.0  2.0  -0.1441    0.9535   -0.9488    2.3535    0.0561  q PC
 3.50  7000.  0.0  2.0  -0.0577    0.7961   -0.7579    1.9990    0.0467  q PC
 4.00  7000.  0.0  2.0   0.0122    0.6711   -0.5819    1.6831    0.0372  q PC
 4.50  7000.  0.0  2.0   0.0235    0.6377   -0.4659    1.4641    0.0281  q PC
 5.00  7000.  0.0  2.0   0.0405    0.5991   -0.3385    1.2343    0.0246  q PC
 5.50  7000.  0.0  2.0  -0.0026    0.6386   -0.2767    1.0940    0.0228  q PC
 6.00  7000.  0.0  2.0  -0.0134    0.6413   -0.2426    1.0190    0.0259  q PC
 2.50  7200.  0.0  2.0  -0.3522    1.3086   -1.1741    2.7759    0.0994  q PC
 3.00  7200.  0.0  2.0  -0.1657    0.9666   -0.9955    2.4107    0.0566  q PC
 3.50  7200.  0.0  2.0  -0.0745    0.8037   -0.7926    2.0374    0.0447  q PC
 4.00  7200.  0.0  2.0  -0.0129    0.6911   -0.6262    1.7362    0.0370  q PC
 4.50  7200.  0.0  2.0   0.0120    0.6419   -0.4865    1.4844    0.0281  q PC
 5.00  7200.  0.0  2.0   0.0314    0.6004   -0.3541    1.2469    0.0241  q PC
 5.50  7200.  0.0  2.0  -0.0096    0.6380   -0.2973    1.1162    0.0226  q PC
 6.00  7200.  0.0  2.0  -0.0218    0.6411   -0.2553    1.0261    0.0258  q PC
 2.50  7400.  0.0  2.0  -0.3753    1.3268   -1.2097    2.8157    0.1049  q PC
 3.00  7400.  0.0  2.0  -0.1871    0.9813   -1.0321    2.4517    0.0574  q PC
 3.50  7400.  0.0  2.0  -0.0977    0.8211   -0.8348    2.0875    0.0445  q PC
 4.00  7400.  0.0  2.0  -0.0276    0.6981   -0.6537    1.7649    0.0351  q PC
 4.50  7400.  0.0  2.0  -0.0390    0.6869   -0.5503    1.5515    0.0260  q PC
 5.00  7400.  0.0  2.0   0.0212    0.6042   -0.3703    1.2610    0.0241  q PC
 5.50  7400.  0.0  2.0  -0.0174    0.6389   -0.3368    1.1709    0.0224  q PC
 6.00  7400.  0.0  2.0  -0.0290    0.6403   -0.2660    1.0313    0.0256  q PC
 2.50  7600.  0.0  2.0  -0.4027    1.3520   -1.2540    2.8721    0.1113  q PC
 3.00  7600.  0.0  2.0  -0.2103    0.9976   -1.0784    2.5089    0.0593  q PC
 3.50  7600.  0.0  2.0  -0.1188    0.8349   -0.8829    2.1485    0.0454  q PC
 4.00  7600.  0.0  2.0  -0.0839    0.7542   -0.7260    1.8475    0.0318  q PC
 4.50  7600.  0.0  2.0  -0.0139    0.6533   -0.5302    1.5267    0.0279  q PC
 5.00  7600.  0.0  2.0   0.0117    0.6062   -0.3866    1.2750    0.0238  q PC
 5.50  7600.  0.0  2.0  -0.0244    0.6391   -0.3631    1.2036    0.0224  q PC
 6.00  7600.  0.0  2.0  -0.0360    0.6406   -0.2770    1.0381    0.0259  q PC
 2.50  7800.  0.0  2.0  -0.4179    1.3555   -1.2804    2.8923    0.1114  q PC
 3.00  7800.  0.0  2.0  -0.2349    1.0186   -1.1254    2.5701    0.0614  q PC
 3.50  7800.  0.0  2.0  -0.1586    0.8699   -0.9623    2.2531    0.0460  q PC
 4.00  7800.  0.0  2.0  -0.0708    0.7312   -0.7212    1.8391    0.0335  q PC
 4.50  7800.  0.0  2.0  -0.0279    0.6589   -0.5635    1.5655    0.0263  q PC
 5.00  7800.  0.0  2.0  -0.0002    0.6108   -0.4251    1.3253    0.0235  q PC
 5.50  7800.  0.0  2.0  -0.0308    0.6382   -0.3772    1.2160    0.0215  q PC
 6.00  7800.  0.0  2.0  -0.0416    0.6390   -0.2860    1.0425    0.0252  q PC
 2.50  8000.  0.0  2.0  -0.4454    1.3863   -1.3312    2.9692    0.1207  q PC
 3.00  8000.  0.0  2.0  -0.2626    1.0469   -1.1651    2.6208    0.0702  q PC
 3.50  8000.  0.0  2.0  -0.1663    0.8715   -0.9976    2.3043    0.0498  q PC
 4.00  8000.  0.0  2.0  -0.0880    0.7399   -0.7595    1.8850    0.0353  q PC
 4.50  8000.  0.0  2.0  -0.0437    0.6669   -0.6231    1.6492    0.0261  q PC
 5.00  8000.  0.0  2.0  -0.0122    0.6154   -0.4685    1.3842    0.0228  q PC
 5.50  8000.  0.0  2.0  -0.0430    0.6257   -0.3979    1.2201    0.0181  q PC
 6.00  8000.  0.0  2.0  -0.0467    0.6368   -0.3052    1.0643    0.0244  q PC
 2.50  8200.  0.0  2.0  -0.4934    1.4590   -1.3686    3.0291    0.1420  q PC
 3.00  8200.  0.0  2.0  -0.2832    1.0644   -1.2027    2.6690    0.0737  q PC
 3.50  8200.  0.0  2.0  -0.1844    0.8822   -1.0428    2.3628    0.0519  q PC
 4.00  8200.  0.0  2.0  -0.1048    0.7467   -0.8297    1.9852    0.0380  q PC
 4.50  8200.  0.0  2.0  -0.0593    0.6728   -0.6716    1.7119    0.0272  q PC
 5.00  8200.  0.0  2.0  -0.0217    0.6124   -0.5016    1.4215    0.0201  q PC
 5.50  8200.  0.0  2.0  -0.0501    0.6268   -0.4083    1.2269    0.0183  q PC
 6.00  8200.  0.0  2.0  -0.0549    0.6393   -0.3364    1.1059    0.0239  q PC
 2.50  8400.  0.0  2.0  -0.5288    1.5143   -1.4151    3.1148    0.1570  q PC
 3.00  8400.  0.0  2.0  -0.2965    1.0739   -1.2507    2.7421    0.0769  q PC
 3.50  8400.  0.0  2.0  -0.1977    0.8881   -1.0734    2.3989    0.0544  q PC
 4.00  8400.  0.0  2.0  -0.1177    0.7496   -0.8759    2.0464    0.0409  q PC
 4.50  8400.  0.0  2.0  -0.0737    0.6769   -0.7008    1.7420    0.0296  q PC
 5.00  8400.  0.0  2.0  -0.0349    0.6169   -0.5241    1.4424    0.0206  q PC
 5.50  8400.  0.0  2.0  -0.0492    0.6212   -0.4085    1.2238    0.0188  q PC
 6.00  8400.  0.0  2.0  -0.0575    0.6337   -0.3580    1.1328    0.0222  q PC
 2.50  8600.  0.0  2.0  -0.5627    1.5694   -1.4367    3.1536    0.1715  q PC
 3.00  8600.  0.0  2.0  -0.3091    1.0864   -1.3007    2.8241    0.0799  q PC
 3.50  8600.  0.0  2.0  -0.2074    0.8911   -1.1163    2.4611    0.0563  q PC
 4.00  8600.  0.0  2.0  -0.1353    0.7581   -0.9161    2.0938    0.0415  q PC
 4.50  8600.  0.0  2.0  -0.0873    0.6804   -0.7254    1.7651    0.0322  q PC
 5.00  8600.  0.0  2.0  -0.0479    0.6200   -0.5447    1.4590    0.0219  q PC
 5.50  8600.  0.0  2.0  -0.0205    0.5807   -0.3845    1.1915    0.0176  q PC
 6.00  8600.  0.0  2.0  -0.0595    0.6273   -0.3659    1.1371    0.0202  q PC
 2.50  8800.  0.0  2.0  -0.6126    1.6558   -1.4567    3.1958    0.1914  q PC
 3.00  8800.  0.0  2.0  -0.3258    1.1105   -1.3259    2.8651    0.0830  q PC
 3.50  8800.  0.0  2.0  -0.2172    0.8986   -1.1817    2.5683    0.0578  q PC
 4.00  8800.  0.0  2.0  -0.1472    0.7652   -0.9407    2.1231    0.0441  q PC
 4.50  8800.  0.0  2.0  -0.0989    0.6826   -0.7495    1.7889    0.0343  q PC
 5.00  8800.  0.0  2.0  -0.0606    0.6218   -0.5651    1.4747    0.0241  q PC
 5.50  8800.  0.0  2.0  -0.0296    0.5790   -0.3995    1.2004    0.0172  q PC
 6.00  8800.  0.0  2.0  -0.0617    0.6203   -0.3712    1.1360    0.0192  q PC
 2.50  9000.  0.0  2.0  -0.5770    1.5979   -1.4807    3.2489    0.1350  q PC
 3.00  9000.  0.0  2.0  -0.3447    1.1403   -1.3597    2.9260    0.0871  q PC
 3.50  9000.  0.0  2.0  -0.2248    0.9052   -1.2031    2.5995    0.0585  q PC
 4.00  9000.  0.0  2.0  -0.1511    0.7614   -0.9831    2.1868    0.0449  q PC
 4.50  9000.  0.0  2.0  -0.1100    0.6848   -0.8157    1.8863    0.0352  q PC
 5.00  9000.  0.0  2.0  -0.0691    0.6192   -0.5840    1.4906    0.0262  q PC
 5.50  9000.  0.0  2.0  -0.0414    0.5807   -0.4309    1.2362    0.0185  q PC
 6.00  9000.  0.0  2.0  -0.0607    0.6087   -0.3717    1.1280    0.0180  q PC
 2.50  9200.  0.0  2.0  -0.6268    1.6853   -1.4909    3.2724    0.1494  q PC
 3.00  9200.  0.0  2.0  -0.3463    1.1417   -1.3912    2.9833    0.0783  q PC
 3.50  9200.  0.0  2.0  -0.2326    0.9137   -1.2152    2.6160    0.0597  q PC
 4.00  9200.  0.0  2.0  -0.1574    0.7645   -1.0295    2.2603    0.0463  q PC
 4.50  9200.  0.0  2.0  -0.1164    0.6849   -0.8582    1.9491    0.0367  q PC
 5.00  9200.  0.0  2.0  -0.0794    0.6220   -0.6414    1.5740    0.0284  q PC
 5.50  9200.  0.0  2.0  -0.0510    0.5788   -0.4888    1.3170    0.0202  q PC
 6.00  9200.  0.0  2.0  -0.0531    0.5863   -0.3681    1.1132    0.0156  q PC
 2.50  9400.  0.0  2.0  -0.6857    1.7882   -1.5061    3.3082    0.1688  q PC
 3.00  9400.  0.0  2.0  -0.3660    1.1738   -1.4075    3.0120    0.0814  q PC
 3.50  9400.  0.0  2.0  -0.2433    0.9290   -1.2361    2.6505    0.0613  q PC
 4.00  9400.  0.0  2.0  -0.1636    0.7696   -1.0532    2.2964    0.0473  q PC
 4.50  9400.  0.0  2.0  -0.1207    0.6843   -0.8769    1.9733    0.0377  q PC
 5.00  9400.  0.0  2.0  -0.0867    0.6205   -0.6857    1.6359    0.0289  q PC
 5.50  9400.  0.0  2.0  -0.0585    0.5775   -0.5122    1.3433    0.0222  q PC
 6.00  9400.  0.0  2.0  -0.0540    0.5693   -0.3709    1.1012    0.0167  q PC
 2.50  9600.  0.0  2.0  -0.7476    1.8956   -1.5223    3.3451    0.1906  q PC
 3.00  9600.  0.0  2.0  -0.3884    1.2101   -1.4194    3.0316    0.0857  q PC
 3.50  9600.  0.0  2.0  -0.2550    0.9460   -1.2714    2.7117    0.0628  q PC
 4.00  9600.  0.0  2.0  -0.1696    0.7759   -1.0642    2.3114    0.0480  q PC
 4.50  9600.  0.0  2.0  -0.1274    0.6913   -0.8866    1.9856    0.0390  q PC
 5.00  9600.  0.0  2.0  -0.0927    0.6219   -0.7030    1.6567    0.0303  q PC
 5.50  9600.  0.0  2.0  -0.0664    0.5790   -0.5249    1.3531    0.0237  q PC
 6.00  9600.  0.0  2.0  -0.0473    0.5531   -0.3660    1.0890    0.0192  q PC
 2.50  9800.  0.0  2.0  -0.8158    2.0124   -1.5347    3.3704    0.2168  q PC
 3.00  9800.  0.0  2.0  -0.4131    1.2500   -1.4342    3.0569    0.0909  q PC
 3.50  9800.  0.0  2.0  -0.2691    0.9676   -1.2975    2.7562    0.0649  q PC
 4.00  9800.  0.0  2.0  -0.1782    0.7871   -1.0725    2.3226    0.0493  q PC
 4.50  9800.  0.0  2.0  -0.1325    0.6934   -0.8959    1.9952    0.0400  q PC
 5.00  9800.  0.0  2.0  -0.0973    0.6230   -0.7126    1.6664    0.0313  q PC
 5.50  9800.  0.0  2.0  -0.0741    0.5798   -0.5380    1.3632    0.0248  q PC
 6.00  9800.  0.0  2.0  -0.0542    0.5520   -0.3756    1.0932    0.0209  q PC
 2.50 10000.  0.0  2.0  -0.8803    2.1218   -1.5467    3.3933    0.2420  q PC
 3.00 10000.  0.0  2.0  -0.4383    1.2898   -1.4564    3.0955    0.0973  q PC
 3.50 10000.  0.0  2.0  -0.2833    0.9887   -1.3128    2.7805    0.0671  q PC
 4.00 10000.  0.0  2.0  -0.1875    0.8000   -1.0798    2.3323    0.0509  q PC
 4.50 10000.  0.0  2.0  -0.1390    0.7008   -0.9032    2.0042    0.0412  q PC
 5.00 10000.  0.0  2.0  -0.1030    0.6270   -0.7206    1.6747    0.0325  q PC
 5.50 10000.  0.0  2.0  -0.0796    0.5814   -0.5460    1.3694    0.0261  q PC
 6.00 10000.  0.0  2.0  -0.0591    0.5505   -0.3830    1.0963    0.0225  q PC
 2.50 10200.  0.0  2.0  -0.9495    2.2383   -1.5630    3.4257    0.2699  q PC
 3.00 10200.  0.0  2.0  -0.4681    1.3367   -1.4829    3.1415    0.1074  q PC
 3.50 10200.  0.0  2.0  -0.2986    1.0116   -1.3255    2.8000    0.0695  q PC
 4.00 10200.  0.0  2.0  -0.1972    0.8136   -1.0874    2.3427    0.0522  q PC
 4.50 10200.  0.0  2.0  -0.1455    0.7085   -0.9096    2.0120    0.0422  q PC
 5.00 10200.  0.0  2.0  -0.1087    0.6323   -0.7274    1.6820    0.0336  q PC
 5.50 10200.  0.0  2.0  -0.0852    0.5846   -0.5534    1.3758    0.0274  q PC
 6.00 10200.  0.0  2.0  -0.0656    0.5520   -0.3929    1.1037    0.0236  q PC
 2.50 10400.  0.0  2.0  -1.0152    2.3476   -1.5800    3.4575    0.2965  q PC
 3.00 10400.  0.0  2.0  -0.4989    1.3841   -1.5047    3.1768    0.1207  q PC
 3.50 10400.  0.0  2.0  -0.3139    1.0336   -1.3369    2.8160    0.0721  q PC
 4.00 10400.  0.0  2.0  -0.2076    0.8284   -1.0963    2.3553    0.0537  q PC
 4.50 10400.  0.0  2.0  -0.1530    0.7184   -0.9163    2.0208    0.0433  q PC
 5.00 10400.  0.0  2.0  -0.1143    0.6381   -0.7332    1.6884    0.0345  q PC
 5.50 10400.  0.0  2.0  -0.0909    0.5889   -0.5599    1.3819    0.0286  q PC
 6.00 10400.  0.0  2.0  -0.0736    0.5561   -0.4096    1.1226    0.0243  q PC
 2.50 10600.  0.0  2.0  -1.0710    2.4390   -1.5952    3.4826    0.3195  q PC
 3.00 10600.  0.0  2.0  -0.5285    1.4287   -1.5222    3.2026    0.1361  q PC
 3.50 10600.  0.0  2.0  -0.3282    1.0531   -1.3485    2.8314    0.0750  q PC
 4.00 10600.  0.0  2.0  -0.2177    0.8419   -1.1067    2.3698    0.0551  q PC
 4.50 10600.  0.0  2.0  -0.1610    0.7291   -0.9235    2.0304    0.0444  q PC
 5.00 10600.  0.0  2.0  -0.1203    0.6452   -0.7391    1.6954    0.0355  q PC
 5.50 10600.  0.0  2.0  -0.0963    0.5937   -0.5657    1.3876    0.0297  q PC
 6.00 10600.  0.0  2.0  -0.0789    0.5591   -0.4294    1.1504    0.0255  q PC
 2.50 10800.  0.0  2.0  -1.1201    2.5179   -1.6102    3.5055    0.3401  q PC
 3.00 10800.  0.0  2.0  -0.5558    1.4684   -1.5386    3.2255    0.1524  q PC
 3.50 10800.  0.0  2.0  -0.3425    1.0719   -1.3618    2.8494    0.0781  q PC
 4.00 10800.  0.0  2.0  -0.2290    0.8569   -1.1304    2.4073    0.0569  q PC
 4.50 10800.  0.0  2.0  -0.1686    0.7389   -0.9305    2.0394    0.0455  q PC
 5.00 10800.  0.0  2.0  -0.1269    0.6534   -0.7451    1.7029    0.0365  q PC
 5.50 10800.  0.0  2.0  -0.1019    0.5995   -0.5713    1.3934    0.0307  q PC
 6.00 10800.  0.0  2.0  -0.0841    0.5629   -0.4450    1.1721    0.0264  q PC
 2.50 11000.  0.0  2.0  -0.9872    2.2827   -1.6249    3.5266    0.2512  q PC
 3.00 11000.  0.0  2.0  -0.5801    1.5028   -1.5554    3.2486    0.1678  q PC
 3.50 11000.  0.0  2.0  -0.3567    1.0900   -1.3830    2.8812    0.0816  q PC
 4.00 11000.  0.0  2.0  -0.2409    0.8725   -1.1734    2.4787    0.0588  q PC
 4.50 11000.  0.0  2.0  -0.1778    0.7510   -0.9490    2.0681    0.0469  q PC
 5.00 11000.  0.0  2.0  -0.1329    0.6605   -0.7505    1.7092    0.0373  q PC
 5.50 11000.  0.0  2.0  -0.1078    0.6061   -0.5769    1.3998    0.0318  q PC
 6.00 11000.  0.0  2.0  -0.0893    0.5673   -0.4570    1.1881    0.0273  q PC
 2.50 11200.  0.0  2.0  -1.0111    2.3174   -1.6390    3.5469    0.2639  q PC
 3.00 11200.  0.0  2.0  -0.6013    1.5319   -1.5735    3.2743    0.1812  q PC
 3.50 11200.  0.0  2.0  -0.3695    1.1056   -1.4211    2.9443    0.0847  q PC
 4.00 11200.  0.0  2.0  -0.2533    0.8884   -1.2084    2.5353    0.0608  q PC
 4.50 11200.  0.0  2.0  -0.1878    0.7640   -1.0000    2.1531    0.0485  q PC
 5.00 11200.  0.0  2.0  -0.1399    0.6692   -0.7573    1.7179    0.0384  q PC
 5.50 11200.  0.0  2.0  -0.1126    0.6111   -0.5819    1.4053    0.0322  q PC
 6.00 11200.  0.0  2.0  -0.0968    0.5792   -0.4714    1.2120    0.0281  q PC
 2.50 11400.  0.0  2.0  -1.0354    2.3540   -1.6524    3.5678    0.2749  q PC
 3.00 11400.  0.0  2.0  -0.6192    1.5554   -1.5970    3.3110    0.1926  q PC
 3.50 11400.  0.0  2.0  -0.3600    1.0778   -1.4195    2.9275    0.0858  q PC
 4.00 11400.  0.0  2.0  -0.2616    0.8962   -1.2233    2.5551    0.0625  q PC
 4.50 11400.  0.0  2.0  -0.1976    0.7761   -1.0332    2.2063    0.0500  q PC
 5.00 11400.  0.0  2.0  -0.1473    0.6787   -0.7657    1.7292    0.0397  q PC
 5.50 11400.  0.0  2.0  -0.1205    0.6246   -0.5862    1.4130    0.0331  q PC
 6.00 11400.  0.0  2.0  -0.1019    0.5843   -0.4792    1.2218    0.0288  q PC
 2.50 11600.  0.0  2.0  -1.0543    2.3823   -1.6645    3.5883    0.2834  q PC
 3.00 11600.  0.0  2.0  -0.6319    1.5702   -1.6232    3.3539    0.2013  q PC
 3.50 11600.  0.0  2.0  -0.3652    1.0792   -1.4445    2.9651    0.0883  q PC
 4.00 11600.  0.0  2.0  -0.2487    0.8624   -1.2248    2.5447    0.0610  q PC
 4.50 11600.  0.0  2.0  -0.2047    0.7829   -1.0463    2.2237    0.0512  q PC
 5.00 11600.  0.0  2.0  -0.1403    0.6564   -0.7707    1.7269    0.0384  q PC
 5.50 11600.  0.0  2.0  -0.1234    0.6231   -0.5941    1.4200    0.0338  q PC
 6.00 11600.  0.0  2.0  -0.1070    0.5895   -0.4897    1.2364    0.0294  q PC
 2.50 11800.  0.0  2.0  -1.0733    2.4114   -1.6755    3.6082    0.2906  q PC
 3.00 11800.  0.0  2.0  -0.6420    1.5813   -1.6441    3.3867    0.2084  q PC
 3.50 11800.  0.0  2.0  -0.3890    1.1167   -1.4938    3.0528    0.0915  q PC
 4.00 11800.  0.0  2.0  -0.2519    0.8608   -1.2410    2.5658    0.0617  q PC
 4.50 11800.  0.0  2.0  -0.2101    0.7861   -1.0572    2.2365    0.0521  q PC
 5.00 11800.  0.0  2.0  -0.1438    0.6574   -0.7782    1.7349    0.0389  q PC
 5.50 11800.  0.0  2.0  -0.1310    0.6361   -0.6007    1.4316    0.0345  q PC
 6.00 11800.  0.0  2.0  -0.1109    0.5931   -0.4934    1.2397    0.0298  q PC
 2.50 12000.  0.0  2.0  -1.0906    2.4382   -1.6849    3.6258    0.2972  q PC
 3.00 12000.  0.0  2.0  -0.6487    1.5863   -1.6622    3.4138    0.2149  q PC
 3.50 12000.  0.0  2.0  -0.3915    1.1140   -1.5104    3.0750    0.0926  q PC
 4.00 12000.  0.0  2.0  -0.2535    0.8563   -1.2550    2.5828    0.0622  q PC
 4.50 12000.  0.0  2.0  -0.2139    0.7863   -1.0675    2.2479    0.0528  q PC
 5.00 12000.  0.0  2.0  -0.1465    0.6567   -0.7894    1.7487    0.0392  q PC
 5.50 12000.  0.0  2.0  -0.1349    0.6392   -0.6154    1.4531    0.0348  q PC
 6.00 12000.  0.0  2.0  -0.1152    0.5969   -0.5039    1.2541    0.0303  q PC
